key,en,te,hi,keywords,aisle,rack
bansi-kolhapuri-murmura,Bansi Kolhapuri Murmura,బాన్సి కోలాపూర్ ముర్ముర,बांसी कोल्हापुरी मुरमुरा,"['kolhapuri murmura', 'bansi murmura']",6,15
bansi-moong-vadi,Bansi Moong Vadi,బాన్సి మొంగ్ వాడి,बांसी मूंग वड़ी,"['moong vadi', 'bansi vadi']",6,16
bansi-murmura,Bansi Murmura,బాన్సి ముర్ముర,बांसी मुरमुरा,"['bansi murmura', 'murmura']",6,17
bansi-phool-makhana,Bansi Phool Makhana,బాన్సి ఫూల్ మఖానా,बांसी फूल मखाना,"['phool makhana', 'bansi makhana']",6,18
bansi-poha-thick-4lb,Bansi Poha Thick 4lb,బాన్సి పోహా బాగా బరువు 4 లీబర్లు,बांसी पोहा मोटा 4 पाउंड,"['thick poha', 'bansi poha']",6,19
bansi-rajgira-ladoo,Bansi Rajgira Ladoo,బాన్సి రాజ్గిరా లాడూ,बांसी राजगीरा लड्डू,"rajgira ladoo, bansi ladoo",6,20
bansi-sev-batata-puri-kit,Bansi Sev Batata Puri Kit,బాన్సి సేవ్ బటాటా పురి కిట్,बांसी सेव बटाटा पूरी किट,"sev batata puri, bansi kit",6,21
bansi-sona-massori,Bansi Sona Massori,బాన్సి సోనా మసోరి,बांसी सोना मसूरी,"sona massori, bansi massori",6,22
barars-paneer,Barar's Paneer,బారార్స్ పానీర్,बारार्स पनीर,"paneer, barar's paneer",6,23
barley-flour,Barley Flour,బార్లీ ఫ్లౌర్,बार्ली फ्लोर,barley flour,6,24
barnyard-millet,Barnyard Millet,బార్న్యార్డ్ మిల్లెట్,बार्नयार्ड मिलेट,"['barnyard millet', 'millets', 'healthy grains']",6,25
basmati-rice-10-lb,Basmati Rice (10 lbs),బాస్మతి చారు,बासमती चावल,"['basmati rice', 'long grain rice', 'indian rice']",6,26
basmati-rice-org,Organic Basmati Rice,ఆర్గెనిక్ బాస్మతి చారు,ऑर्गेनिक बासमती चावल,"['organic basmati rice', 'basmati rice', 'organic rice']",6,27
batata-vada,Batata Vada,బటాటా వడ,बटाटा वड़ा,"['batata vada', 'potato vada', 'indian street food']",6,28
bbq-sticks,BBQ Sticks,బిబీక్యూ స్టిక్స్,बीबीक्यू स्टिक्स,"bbq sticks, barbecue sticks",6,29
beacon-sparklers-20-5-pcs,Beacon Sparklers 20/5 Pcs,బీకాన్ స్పార్క్లర్స్ 20/5 పీసీఎస్,बी कैन स्पार्कलर्स 20/5 पीसी,"beacon sparklers, sparklers, fireworks",6,30
beater,Beater,బీటర్,बीटर,"beater, electric beater",7,1
bedekar-golden-chiwda,Bedekar Golden Chiwda,బెడెకర్ గోల్డెన్ చివ్వడ,बेडेकार गोल्डन चिवड़ा,"bedekar golden chiwda, chiwda",7,2
bedekar-green-chilli-pickle,Bedekar Green Chilli Pickle,బెడెకర్ పచ్చిమిరి ఆచార్,बेडेकार हरी मिर्च अचार,"bedekar green chilli pickle, green chilli pickle",7,3
bedekar-mango-lime-pickle,Bedekar Mango Lime Pickle,బెడెకార్ మాంగో లైమ్ పిక్కిల్,बेडेकार मैंगो लाइम पिक्कल,"mango lime pickle, bedekar pickle",7,4
bedekar-mixed-pickle,Bedekar Mixed Pickle,బెడెకార్ మిశ్రమ పిక్కిల్,बेडेकार मिश्रित पिक्कल,"mixed pickle, bedekar pickle",7,5
bedekar-pickle,Bedekar Pickle,బెడెకార్ పిక్కిల్,बेडेकार पिक्कल,bedekar pickle,7,6
bedekar-spical-chawda,Bedekar Spical Chawda,బెడెకార్ స్పికల్ చావ్డా,बेडेकार स्पिकल चावड़ा,"spical chawda, bedekar pickle",7,7
bellam,Jaggery,Bellam,Gud,jaggery|bellam|gud,7,8
bengali-sweets,Bengali Sweets,బెంగాలీ మీట్లు,बंगाली मिठाई,bengali sweets,7,9
ber,Ber,బెర్,बेर,"['ber', 'berry']",7,10
berry-fantasy,Berry Fantasy,బెర్రీ ఫ్యాంటసీ,बेरी फैंटेसी,"['berry', 'fantasy']",7,11
besan,besan,బెసన్,बेसन,"['gram flour', 'chickpea flour']",7,12
best-bakery-almond-cookies,Best Bakery Almond Cookies,బెస్ట్ బేకరీ ఆల్మండ్ కుక్కీలు,बेस्ट बेकरी अल्मंड कुकीज़,"['almond', 'cookies']",7,13
bhagwatis-patra-vagar,Bhagwati's Patra Vagar,భగవతీస్ పట్ర వగర్,भगवाती का पत्र वागर,"['patra', 'vagar']",7,14
bhagwatis-sandwich-dhokla,Bhagwati's Sandwich Dhokla,భగవతీస్ సాండ్విచ్ ధోక్లా,भगवाती का सैंडविच धोकला,"['sandwich', 'dhokla']",7,15
bhagwatis-surti-khaman,Bhagwati's Surti Khaman,భాగవతి సర్తి ఖమాన్,भागवती की सर्ती खमन,"['khaman', 'gujarati', 'snack']",7,16
bhakri,Bhakri,భక్రి,भाकरी,"['flatbread', 'indian']",7,17
bhakri-chili,Bhakri Chili,భక్రి చిలీ,भाकरी चिली,"['chili', 'spicy', 'bhakri']",7,18
bhakri-jeera,Bhakri Jeera,భక్రి జీరా,भाकरी जीरा,"['jeera', 'cumin', 'bhakri']",7,19
bhatura,Bhatura,భటూరా,भटूरा,"['fried', 'bread', 'indian']",7,20
bhatura-bulk,Bhatura Bulk,భటురా బ్యాచ్,भटूरा बुल्क,"['bhatura', 'bulk']",7,21
bhature-ka-atta,Bhature Ka Atta,భటూర్ కా అట్టా,भटूरे का आटा,"['bhature', 'atta']",7,22
bhindi,Bhindi,భిండి,भिंडी,['bhindi'],7,23
bhindi-whole,Bhindi Whole,భిండి పూర్తి,भिंडी पूरी,"['bhindi', 'whole']",7,24
bhuji-plain-haldibhuji-plain-hald,Bhuji Plain Haldi,భూజి ప్లేన్ హల్డి,भूजी प्लेन हल्दी,"['bhuji', 'haldi']",7,25
bhujia249,Bhujia,భూజియా,भूजिया,"['bhujia', 'snack']",7,26
big-eggplant,Big Eggplant,పెద్ద బఠానీ,बड़ा अंडा बैंगन,"['eggplant', 'big', 'vegetable']",7,27
bikano-aloo-bhuja,Bikano Aloo Bhuja,బికానో ఆలూ భూజా,बिकानो आलू भुजा,"['bikano', 'aloo bhuja', 'snacks']",7,28
birds-custard-poweder,Birds Custard Powder,పక్షుల కస్టర్డ్ పావడర్,पक्षियों का कस्टर्ड पाउडर,"['custard', 'powder', 'baking']",7,29
biryani,Biryani,బిర్యానీ,बिरयानी,"['indian rice dish', 'mixed rice']",7,30
biryani-masala,Biryani Masala,బిర్యానీ మసాలా,बिरयानी मसाला,"['biryani', 'masala', 'spice']",8,1
biryani-masala-1,Biryani Masala,బిర్యానీ మసాలా,बिरयानी मसाला,"['biryani', 'masala', 'spice']",8,2
bitta-misal,Bitta Misal,బిట్టా మిసల్,बिट्टा मिसाल,"['indian street food', 'curried sprouts']",8,3
biyyam,Rice,Biyyam,Chawal,rice|biyyam|chawal,8,4
black-beans,Black Beans,నల్ల మొక్కజొన్న,काले मूंग,"['legumes', 'beans']",8,5
black-bourbone,Black Bourbon,నల్ల బౌర్బాన్,काला बोरबॉन,"['whiskey', 'spirits']",8,6
black-salt,Black Salt,నల్ల పసుపు,काला नमक,"['seasoning salt', 'kala namak']",8,7
black-urad-whole,Black Urad Whole,బ్లాక్ ఉరాడ్ వ్హోల్,काला उरद पूरा,"['black urad whole', 'urad dal whole']",8,8
blanded-almond,Blanded Almond,బ్లాండెడ్ అల్మండ్,ब्लैंडेड बादाम,"['blanded almond', 'almond']",8,9
blossom-hill-clover-honey,Blossom Hill Clover Honey,బ్లాసమ్ హిల్ క్లోవర్ హనీ,ब्लॉससम हिल क्लॉवर हनी,"['blossom hill clover honey', 'clover honey']",8,10
bombay-kitchen-achari-kitchen,Bombay Kitchen Achari Kitchen,బాంబే కుటీర అచారి కుటీర,बॉम्बे किचन अचारी किचन,"['bombay kitchen achari kitchen', 'achari masala']",8,11
bombay-kitchen-chicken-65,Bombay Kitchen Chicken 65,బాంబే కుటీర చికెన్ 65,बॉम्बे किचन चिकन 65,"['bombay kitchen chicken 65', 'chicken 65']",8,12
bombay-kitchen-chicken-biryani,Bombay Kitchen Chicken Biryani,బాంబే కుక్కు చికెన్ బిర్యానీ,बॉम्बे किचन चिकन बिरयानी,"['chicken biryani', 'bombay kitchen', 'indian food']",8,13
bombay-kitchen-chicken-chettinad,Bombay Kitchen Chicken Chettinad,బాంబే కుక్కు చికెన్ చెట్టినాడ్,बॉम्बे किचन चिकन चेट्टीनाड,"['chicken chettinad', 'indian spices', 'south indian']",8,14
bombay-kitchen-chicken-kabab,Bombay Kitchen Chicken Kabab,బాంబే కుక్కు చికెన్ కబాబ్,बॉम्बे किचन चिकन कबाब,"['chicken kabab', 'indian street food', 'kebabs']",8,15
bombay-kitchen-chicken-korma,Bombay Kitchen Chicken Korma,బాంబే కుక్కు చికెన్ కోర్మా,बॉम्बे किचन चिकन कोरमा,"['chicken korma', 'mughlai cuisine', 'indian curries']",8,16
bombay-kitchen-chicken-makhani,Bombay Kitchen Chicken Makhani,బాంబే కుక్కు చికెన్ మఖనీ,बॉम्बे किचन चिकन मखनी,"['chicken makhani', 'butter chicken', 'indian restaurant']",8,17
bombay-kitchen-chicken-samosa,Bombay Kitchen Chicken Samosa,బాంబే కుక్కు చికెన్ సమోసా,बॉम्बे किचन चिकन समोसा,"['chicken samosa', 'bombay kitchen']",8,18
bombay-kitchen-chicken-tikka-masala,Bombay Kitchen Chicken Tikka Masala,బాంబే కుక్కు చికెన్ టిక్కా మసాలా,बॉम्बे किचन चिकन टिक्का मसाला,"['chicken tikka masala', 'bombay kitchen']",8,19
bombay-kitchen-kadai-chicken,Bombay Kitchen Kadai Chicken,బాంబే కుక్కు కడాయి చికెన్,बॉम्बे किचन कढाई चिकन,"['kadai chicken', 'bombay kitchen']",8,20
bombay-kitchen-lamb-biryani,Bombay Kitchen Lamb Biryani,బాంబే కుక్కు మేక బిర్యానీ,बॉम्बे किचन लैम्ब बिरयानी,"['lamb biryani', 'bombay kitchen']",8,21
bombay-kitchen-spicy-punjabi-mix-10oz,Bombay Kitchen Spicy Punjabi Mix 10oz,బాంబే కుక్కు వేడి పంజాబీ మిశ్రమం 10oz,बॉम्बे किचन मिर्ची पंजाबी मिश्रण 10oz,"['spicy punjabi mix', 'bombay kitchen']",8,22
boomdi,Boomdi,బూండి,बूंदी,"['boondi', 'di']",8,23
boondi-jain-sweets,Boondi Jain Sweets,బూండి జైన్ స్వీట్స్,बूंदी जैन स्वीट्स,"['boondi', 'jain', 'sweets']",8,24
boondi-masala,Boondi Masala,బూండి మసాలా,बूंदी मसाला,"['boondi', 'masala']",8,25
boondi-sev,Boondi Sev,బూండి సెవ్,बूंदी सेव,"['boondi', 'sev']",8,26
boost,Boost,బూస్ట్,बूस्ट,['boost'],8,27
boro-plus-1,Boro Plus 1,బోరో ప్లస్ 1,बोरो प्लस 1,"['boro plus 1', 'boro plus']",8,28
borwicks-baking-powder,Borwicks Baking Powder,బోర్విక్స్ బేకింగ్ పవ్డర్,बोर्विक्स बेकिंग पाउडर,"['borwicks baking powder', 'baking powder']",8,29
bourbon,Bourbon,బౌర్బన్,बौर्बन,"['bourbon', 'whiskey']",8,30
bowl-1,Bowl 1,బౌల్ 1,बाउल 1,"['bowl', 'tableware']",,
brahmi-brahmi-capsules-60,Brahmi Brahmi Capsules 60,బ్రాహ్మి బ్రాహ్మి క్యాప్సుల్స్ 60,ब्रह्मी ब्रह्मी कैप्सूल्स 60,"['brahmi brahmi capsules', 'ayurvedic supplements']",,
brahmins-broken-samba-wheat,Brahmins Broken Samba Wheat,బ్రాహ్మణ్ల బ్రాకెన్ సాంబా గోధుమ,ब्रह्मणों का टूटा हुआ सांबा गेहूं,"['broken wheat', 'samba wheat', 'brahmins wheat']",,
brahmins-chemba-puttu-podi,Brahmins Chemba Puttu Podi,బ్రాహ్మణ్ల చెంబ పుట్టు పొడి,ब्रह्मणों का चेम्बा पुट्टू पाउडर,"['chemba puttu podi', 'brahmins puttu powder']",,
brahmins-dosa-podi,Brahmins Dosa Podi,బ్రాహ్మణ్ల దోస పొడి,ब्रह्मणों का डोसा पाउडर,"['dosa podi', 'brahmins dosa powder']",,
brahmins-fried-rava,Brahmins Fried Rava,బ్రాహ్మణ్ల నేలకూరను వంటి రవా,ब्रह्मणों का तला हुआ रावा,"['fried rava', 'brahmins rava']",,
bras-sev-sancha,Bras Sev Sancha,బ్రాస్ సేవ్ సంచ,ब्रास सेव संच,"['bras sev sancha', 'crunchy sev']",,
britannia-5-grain-biscuit,Britannia 5 Grain Biscuit,బ్రిటానియా 5 గ్రేన్ బిస్కెట్,ब्रिटेनिया 5 ग्रेन बिस्किट,"['britannia', '5 grain', 'biscuit']",,
